20 0.424200 0.151800 0.104600 0.057900
40 0.521800 0.159400 0.153500 0.073800
80 0.720600 0.175600 0.242000 0.115600
160 1.162000 0.213400 0.398700 0.159700
320 2.057000 0.279300 0.702600 0.221000
640 3.786900 0.432400 1.311200 0.356600
1280 7.397700 0.863600 3.104500 0.781400
2560 14.458600 1.374200 5.241800 1.119400
5120 29.149400 2.499800 10.702700 1.814100
10240 58.136900 4.657300 21.084500 3.279800
